,children,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,years_employed,lemmas_purpose
10379,0,25.0,2,0,F,сотрудник,0,207222.39,на покупку своего автомобиля,5.16,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
10380,0,41.0,1,0,F,сотрудник,0,80813.625,покупка жилья для сдачи,4.297,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
10381,0,44.0,0,0,F,компаньон,0,181221.22,на покупку подержанного автомобиля,4.934,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
10382,1,43.0,1,0,F,сотрудник,0,61899.89,недвижимость,8.84,"['недвижимость', '\n']"
10383,3,30.0,1,0,M,сотрудник,0,135129.14,профильное образование,0.6733,"['профильный', ' ', 'образование', '\n']"
10384,1,43.5,0,0,F,сотрудник,0,153478.3,сделка с подержанным автомобилем,4.4,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
10385,1,35.0,1,0,F,сотрудник,0,93819.16,сделка с подержанным автомобилем,10.336,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
10386,0,51.0,1,0,F,пенсионер,0,48584.293,автомобиль,40.72,"['автомобиль', '\n']"
10387,0,38.0,1,1,M,сотрудник,0,174370.27,на проведение свадьбы,5.797,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10388,2,29.0,1,3,M,компаньон,0,263474.56,на покупку автомобиля,3.406,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
10389,0,39.0,0,0,F,сотрудник,0,171576.89,строительство жилой недвижимости,3.303,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10390,0,36.0,1,1,M,компаньон,0,338882.84,приобретение автомобиля,0.79,"['приобретение', ' ', 'автомобиль', '\n']"
10391,2,53.0,0,1,M,компаньон,0,320351.06,на проведение свадьбы,5.25,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10392,0,43.0,1,0,F,сотрудник,0,51487.29,строительство собственной недвижимости,21.39,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
10393,0,54.0,1,0,F,пенсионер,1,267988.56,на покупку своего автомобиля,38.84,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
10394,0,65.0,1,2,F,пенсионер,0,81730.46,сделка с автомобилем,42.56,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
10395,0,52.0,0,0,F,сотрудник,0,129620.54,на покупку подержанного автомобиля,16.33,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
10396,0,48.0,0,1,F,компаньон,0,145017.94,строительство недвижимости,4.465,"['строительство', ' ', 'недвижимость', '\n']"
10397,1,45.0,0,4,F,компаньон,0,145017.94,операции со своей недвижимостью,4.465,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
10398,1,41.0,0,3,F,госслужащий,0,83411.77,автомобили,21.9,"['автомобиль', '\n']"
10399,1,37.0,2,1,M,компаньон,0,315303.66,сыграть свадьбу,4.09,"['сыграть', ' ', 'свадьба', '\n']"
10400,1,27.0,2,0,F,компаньон,0,292418.1,недвижимость,1.614,"['недвижимость', '\n']"
10401,1,50.0,1,0,M,госслужащий,0,71269.11,недвижимость,1.61,"['недвижимость', '\n']"
10402,1,34.0,1,0,F,госслужащий,0,125842.445,покупка жилья для сдачи,3.273,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
10403,2,36.0,1,0,F,сотрудник,0,100452.85,профильное образование,0.172,"['профильный', ' ', 'образование', '\n']"
10404,0,61.0,1,4,F,компаньон,0,249622.11,строительство собственной недвижимости,2.479,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
10405,1,31.0,0,4,F,компаньон,0,205885.89,строительство недвижимости,3.594,"['строительство', ' ', 'недвижимость', '\n']"
10406,1,58.0,1,1,M,пенсионер,0,120198.09,на проведение свадьбы,44.16,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10407,0,46.0,1,0,F,госслужащий,0,82541.914,автомобиль,5.344,"['автомобиль', '\n']"
10408,1,44.0,0,4,F,госслужащий,0,240352.67,на покупку автомобиля,0.7197,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
10409,2,34.0,1,1,F,сотрудник,1,155535.5,на покупку своего автомобиля,12.44,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
10410,1,27.0,1,1,M,сотрудник,1,113514.805,получение образования,0.3345,"['получение', ' ', 'образование', '\n']"
10411,0,44.0,1,1,F,сотрудник,0,105519.31,сыграть свадьбу,4.355,"['сыграть', ' ', 'свадьба', '\n']"
10412,1,37.0,1,1,F,сотрудник,0,103545.1,свадьба,5.465,"['свадьба', '\n']"
10413,1,51.0,1,0,F,компаньон,0,145017.94,покупка жилой недвижимости,4.465,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10414,0,29.0,1,4,M,сотрудник,1,114704.55,заняться высшим образованием,5.66,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
10415,0,37.0,0,0,F,сотрудник,0,125784.03,автомобиль,2.86,"['автомобиль', '\n']"
10416,0,45.0,1,0,F,сотрудник,0,145017.94,покупка недвижимости,4.465,"['покупка', ' ', 'недвижимость', '\n']"
10417,0,39.0,0,0,F,компаньон,0,256424.0,жилье,10.92,"['жилье', '\n']"
10418,1,44.0,0,4,M,компаньон,0,145017.94,операции с недвижимостью,4.465,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
10419,4,33.0,1,0,F,сотрудник,0,152676.1,заняться высшим образованием,11.336,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
10420,0,41.0,0,0,F,сотрудник,1,135982.5,покупка жилья,0.3035,"['покупка', ' ', 'жилье', '\n']"
10421,1,44.0,1,0,M,сотрудник,0,215907.14,жилье,5.71,"['жилье', '\n']"
10422,2,27.0,1,0,F,госслужащий,0,126346.33,ремонт жилью,2.775,"['ремонт', ' ', 'жилье', '\n']"
10423,1,42.0,1,4,F,сотрудник,0,106398.75,заняться образованием,3.973,"['заниматься', ' ', 'образование', '\n']"
10424,0,32.0,1,1,M,сотрудник,0,272849.94,сыграть свадьбу,5.004,"['сыграть', ' ', 'свадьба', '\n']"
10425,0,53.0,1,0,F,сотрудник,0,87730.055,профильное образование,25.31,"['профильный', ' ', 'образование', '\n']"
10426,0,34.0,1,1,F,сотрудник,1,35249.04,на покупку подержанного автомобиля,0.4822,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
10427,0,59.0,1,0,F,пенсионер,0,84682.62,строительство недвижимости,41.22,"['строительство', ' ', 'недвижимость', '\n']"
10428,0,42.0,1,3,M,компаньон,0,164770.55,строительство жилой недвижимости,1.05,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10429,0,24.0,1,4,M,сотрудник,0,69314.01,на покупку автомобиля,0.8643,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
10430,0,62.0,1,1,F,пенсионер,0,172314.9,на проведение свадьбы,40.47,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10431,1,46.0,1,0,M,госслужащий,0,176197.1,заняться высшим образованием,4.527,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
10432,1,29.0,0,0,F,компаньон,0,110326.44,недвижимость,3.07,"['недвижимость', '\n']"
10433,0,30.0,1,1,F,сотрудник,0,144590.12,свадьба,2.66,"['свадьба', '\n']"
10434,0,57.0,0,3,F,госслужащий,0,122342.836,жилье,5.14,"['жилье', '\n']"
10435,0,59.0,1,4,M,сотрудник,0,153638.25,покупка коммерческой недвижимости,1.974,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10436,0,31.0,2,4,F,сотрудник,0,147766.38,высшее образование,2.18,"['высокий', ' ', 'образование', '\n']"
10437,0,50.0,1,0,F,сотрудник,0,146768.25,операции с коммерческой недвижимостью,6.188,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10438,0,42.0,1,1,F,компаньон,0,70434.97,заняться высшим образованием,6.77,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
10439,0,52.0,1,4,F,госслужащий,0,52932.79,покупка жилья для сдачи,14.89,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
10440,0,44.0,1,0,F,сотрудник,0,169035.58,жилье,11.83,"['жилье', '\n']"
10441,0,49.0,1,0,F,сотрудник,0,98327.18,получение образования,4.938,"['получение', ' ', 'образование', '\n']"
10442,0,55.0,2,1,M,сотрудник,0,279927.75,сыграть свадьбу,1.391,"['сыграть', ' ', 'свадьба', '\n']"
10443,0,25.0,0,1,M,сотрудник,1,177817.69,на проведение свадьбы,2.107,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10444,1,25.0,1,0,M,сотрудник,0,178712.62,автомобиль,2.963,"['автомобиль', '\n']"
10445,0,66.0,0,1,M,пенсионер,0,177051.22,свадьба,38.5,"['свадьба', '\n']"
10446,1,20.0,1,1,F,сотрудник,0,145017.94,на покупку подержанного автомобиля,4.465,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
10447,0,61.0,0,0,F,пенсионер,0,168381.22,покупка недвижимости,45.16,"['покупка', ' ', 'недвижимость', '\n']"
10448,0,44.0,1,0,F,сотрудник,0,135967.44,операции с коммерческой недвижимостью,23.6,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10449,0,25.0,1,4,F,компаньон,1,142036.62,на покупку подержанного автомобиля,0.789,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
10450,2,47.0,1,1,M,сотрудник,0,149767.02,на проведение свадьбы,0.2764,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10451,0,32.0,1,1,F,сотрудник,1,281365.38,на проведение свадьбы,3.34,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10452,1,33.0,1,1,F,сотрудник,0,108766.53,покупка своего жилья,4.78,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
10453,0,33.0,0,4,M,сотрудник,0,196652.86,ремонт жилью,5.473,"['ремонт', ' ', 'жилье', '\n']"
10454,0,41.0,1,2,M,сотрудник,1,60447.707,заняться образованием,2.904,"['заниматься', ' ', 'образование', '\n']"
10455,0,52.0,1,0,F,сотрудник,0,100775.17,получение высшего образования,17.5,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
10456,0,46.0,1,0,F,компаньон,0,240532.44,покупка своего жилья,6.73,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
10457,0,46.0,1,4,F,компаньон,0,169878.34,сделка с подержанным автомобилем,0.4958,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
10458,3,34.0,1,0,F,сотрудник,0,359758.84,покупка своего жилья,2.719,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
10459,2,36.0,1,0,F,сотрудник,0,242245.14,покупка жилой недвижимости,5.637,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10460,0,31.0,1,4,M,сотрудник,0,161287.55,операции с недвижимостью,11.4,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
10461,0,61.0,1,1,M,сотрудник,0,225170.62,свадьба,10.14,"['свадьба', '\n']"
10463,2,53.0,1,0,F,сотрудник,0,104735.14,покупка своего жилья,15.75,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
10464,2,36.0,1,1,F,сотрудник,0,131053.0,свадьба,1.37,"['свадьба', '\n']"
10465,1,32.0,1,1,M,компаньон,0,221877.75,дополнительное образование,6.703,"['дополнительный', ' ', 'образование', '\n']"
10466,2,26.0,0,1,F,сотрудник,0,74832.69,сделка с автомобилем,0.4424,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
10467,0,54.0,1,1,F,пенсионер,0,91474.79,свадьба,41.53,"['свадьба', '\n']"
10468,0,58.0,1,1,M,сотрудник,0,136791.36,покупка своего жилья,4.457,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
10469,1,40.0,0,0,F,сотрудник,0,204477.62,получение образования,3.191,"['получение', ' ', 'образование', '\n']"
10470,0,27.0,0,4,F,сотрудник,1,145017.94,операции с коммерческой недвижимостью,4.465,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10471,0,36.0,1,1,M,сотрудник,0,255696.67,сыграть свадьбу,0.919,"['сыграть', ' ', 'свадьба', '\n']"
10472,0,49.0,1,0,M,сотрудник,0,313724.2,образование,6.02,"['образование', '\n']"
10473,1,40.0,1,0,M,сотрудник,0,139322.56,получение дополнительного образования,2.41,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
10474,0,45.0,1,1,F,сотрудник,0,162250.69,свадьба,14.57,"['свадьба', '\n']"
10475,3,44.0,1,0,F,сотрудник,0,145017.94,профильное образование,4.465,"['профильный', ' ', 'образование', '\n']"
10476,0,49.0,1,1,M,компаньон,0,85345.625,свадьба,4.44,"['свадьба', '\n']"
10477,0,38.0,1,4,F,сотрудник,0,139556.03,недвижимость,4.586,"['недвижимость', '\n']"
10478,0,49.0,1,1,F,госслужащий,0,197752.95,сделка с подержанным автомобилем,3.307,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
10479,2,45.0,1,0,F,сотрудник,0,154675.78,недвижимость,11.875,"['недвижимость', '\n']"
10480,1,34.0,1,1,M,компаньон,0,97044.734,операции с недвижимостью,0.2737,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
10481,0,42.0,1,0,F,компаньон,0,145017.94,покупка жилой недвижимости,4.465,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10482,0,36.0,1,4,M,сотрудник,0,121301.11,покупка жилой недвижимости,3.42,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10483,0,30.0,0,1,F,сотрудник,0,146976.73,сыграть свадьбу,3.814,"['сыграть', ' ', 'свадьба', '\n']"
10484,0,68.0,1,0,F,пенсионер,0,304295.88,операции с жильем,45.84,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
10485,1,35.0,1,0,F,сотрудник,0,145017.94,заняться образованием,4.465,"['заниматься', ' ', 'образование', '\n']"
10486,3,31.0,1,0,F,сотрудник,0,94675.4,покупка жилья для семьи,1.653,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
10487,1,41.0,1,0,F,сотрудник,0,160575.12,покупка жилья для сдачи,3.26,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
10488,0,30.0,0,0,F,компаньон,0,185492.14,строительство жилой недвижимости,0.736,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10489,2,47.0,1,0,F,сотрудник,0,208137.84,покупка жилья,3.377,"['покупка', ' ', 'жилье', '\n']"
10490,0,58.0,1,1,F,пенсионер,0,71998.62,строительство собственной недвижимости,37.97,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
10491,0,42.0,1,0,F,компаньон,0,135413.11,получение высшего образования,4.895,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
10492,1,32.0,1,0,M,компаньон,0,228995.94,ремонт жилью,0.6855,"['ремонт', ' ', 'жилье', '\n']"
10493,2,46.0,0,0,M,компаньон,0,187448.31,операции с коммерческой недвижимостью,3.746,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10494,0,41.0,1,1,M,сотрудник,0,166520.61,дополнительное образование,2.13,"['дополнительный', ' ', 'образование', '\n']"
10495,0,41.0,1,1,F,госслужащий,0,155567.25,недвижимость,21.33,"['недвижимость', '\n']"
10496,0,28.0,2,1,M,сотрудник,1,97139.336,на покупку автомобиля,4.504,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
10497,1,29.0,1,0,F,госслужащий,0,94160.67,ремонт жилью,5.24,"['ремонт', ' ', 'жилье', '\n']"
10498,1,29.0,1,0,M,госслужащий,0,282063.03,сделка с подержанным автомобилем,11.016,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
10499,2,29.0,1,0,F,сотрудник,1,150369.34,получение высшего образования,7.04,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
10500,0,54.0,1,0,M,сотрудник,0,87925.73,сделка с подержанным автомобилем,1.765,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
10501,0,27.0,2,1,F,сотрудник,1,163888.58,дополнительное образование,0.9263,"['дополнительный', ' ', 'образование', '\n']"
10502,0,59.0,0,0,F,пенсионер,0,246450.73,покупка своего жилья,41.97,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
10503,0,42.0,1,4,F,сотрудник,0,86708.23,образование,3.879,"['образование', '\n']"
10504,0,52.0,1,0,M,сотрудник,0,225837.11,автомобиль,4.324,"['автомобиль', '\n']"
10505,1,37.0,1,0,F,сотрудник,0,63413.914,покупка своего жилья,9.19,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
10506,0,42.0,1,0,F,госслужащий,0,174231.36,строительство недвижимости,1.3,"['строительство', ' ', 'недвижимость', '\n']"
10507,2,33.0,1,0,F,сотрудник,0,196568.4,заняться образованием,6.035,"['заниматься', ' ', 'образование', '\n']"
10508,1,54.0,1,4,M,сотрудник,0,207889.77,покупка жилья для сдачи,4.094,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
10509,2,46.0,1,0,M,сотрудник,0,125600.375,покупка коммерческой недвижимости,7.223,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10510,2,27.0,0,0,F,компаньон,0,229632.66,высшее образование,2.115,"['высокий', ' ', 'образование', '\n']"
10511,0,42.0,1,3,F,госслужащий,0,398888.1,покупка жилья,7.766,"['покупка', ' ', 'жилье', '\n']"
10512,0,53.0,1,2,F,компаньон,0,100440.125,свой автомобиль,4.914,"['свой', ' ', 'автомобиль', '\n']"
10513,0,43.0,0,4,F,компаньон,0,395562.0,свой автомобиль,3.818,"['свой', ' ', 'автомобиль', '\n']"
10514,2,39.0,1,0,F,сотрудник,1,110344.38,покупка коммерческой недвижимости,1.743,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10515,0,49.0,0,1,F,госслужащий,0,219799.47,сыграть свадьбу,18.81,"['сыграть', ' ', 'свадьба', '\n']"
10516,0,53.0,1,2,F,сотрудник,0,145017.94,образование,4.465,"['образование', '\n']"
10517,0,49.0,1,0,F,сотрудник,0,145017.94,получение дополнительного образования,4.465,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
10518,0,54.0,1,0,F,пенсионер,0,55066.207,автомобили,45.44,"['автомобиль', '\n']"
10519,0,39.0,1,0,F,сотрудник,0,141684.88,строительство недвижимости,11.91,"['строительство', ' ', 'недвижимость', '\n']"
10520,2,30.0,1,1,F,сотрудник,0,84347.95,сыграть свадьбу,6.344,"['сыграть', ' ', 'свадьба', '\n']"
10521,3,34.0,3,0,M,сотрудник,0,80393.37,покупка недвижимости,2.037,"['покупка', ' ', 'недвижимость', '\n']"
10522,0,62.0,1,0,F,пенсионер,0,47180.387,покупка коммерческой недвижимости,41.66,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10523,0,56.0,0,0,M,сотрудник,0,213208.39,на покупку подержанного автомобиля,1.045,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
10524,0,42.0,1,0,M,сотрудник,0,143289.36,получение образования,3.773,"['получение', ' ', 'образование', '\n']"
10525,0,56.0,1,0,F,сотрудник,0,145017.94,автомобили,4.465,"['автомобиль', '\n']"
10526,0,59.0,0,1,M,сотрудник,0,95729.25,сыграть свадьбу,5.7,"['сыграть', ' ', 'свадьба', '\n']"
10527,0,54.0,1,3,M,сотрудник,0,64716.53,операции со своей недвижимостью,6.598,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
10528,0,28.0,1,4,F,сотрудник,0,62879.43,приобретение автомобиля,1.423,"['приобретение', ' ', 'автомобиль', '\n']"
10529,0,38.0,0,3,F,компаньон,0,217441.88,свой автомобиль,1.087,"['свой', ' ', 'автомобиль', '\n']"
10530,0,50.0,1,0,F,сотрудник,0,145017.94,сделка с автомобилем,4.465,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
10531,1,33.0,3,0,M,сотрудник,0,155274.38,дополнительное образование,4.06,"['дополнительный', ' ', 'образование', '\n']"
10532,0,48.0,1,1,M,компаньон,0,173003.75,свадьба,7.69,"['свадьба', '\n']"
10533,1,33.0,0,0,F,компаньон,0,145017.94,покупка коммерческой недвижимости,4.465,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10534,0,47.0,1,0,F,сотрудник,0,166863.78,профильное образование,14.04,"['профильный', ' ', 'образование', '\n']"
10535,1,54.0,1,1,M,сотрудник,1,94846.46,свадьба,6.707,"['свадьба', '\n']"
10536,3,37.0,0,1,M,компаньон,0,145017.94,заняться высшим образованием,4.465,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
10537,1,40.0,1,0,M,госслужащий,0,177546.33,образование,10.586,"['образование', '\n']"
10538,0,57.0,1,2,M,пенсионер,0,76441.4,свой автомобиль,40.94,"['свой', ' ', 'автомобиль', '\n']"
10539,0,56.0,1,1,F,пенсионер,0,68653.3,на проведение свадьбы,38.78,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
10540,2,36.0,0,0,F,госслужащий,0,205795.02,операции со своей недвижимостью,2.205,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
10541,0,48.0,0,0,M,компаньон,0,286134.22,автомобиль,16.14,"['автомобиль', '\n']"
10542,2,54.0,0,0,F,компаньон,0,414760.8,сделка с автомобилем,4.46,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
10543,0,48.0,1,0,F,сотрудник,0,190409.84,операции с жильем,2.732,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
10544,0,54.0,1,4,F,пенсионер,0,147375.66,профильное образование,39.78,"['профильный', ' ', 'образование', '\n']"
10545,0,43.5,0,0,F,компаньон,0,77733.84,дополнительное образование,4.805,"['дополнительный', ' ', 'образование', '\n']"
10546,0,29.0,0,4,M,сотрудник,0,287146.06,высшее образование,1.497,"['высокий', ' ', 'образование', '\n']"
10547,0,48.0,0,1,M,сотрудник,0,61837.023,операции со своей недвижимостью,5.535,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
10548,0,45.0,1,4,F,сотрудник,0,51463.742,операции со своей недвижимостью,5.332,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
10549,0,28.0,1,0,M,госслужащий,0,176477.88,получение высшего образования,0.7183,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
10550,0,44.0,0,0,F,сотрудник,0,440501.72,сделка с автомобилем,4.305,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
10551,1,29.0,1,4,F,сотрудник,1,107976.164,покупка недвижимости,3.195,"['покупка', ' ', 'недвижимость', '\n']"
10552,0,57.0,1,2,F,пенсионер,0,145017.94,покупка жилья,41.66,"['покупка', ' ', 'жилье', '\n']"
10553,0,24.0,1,0,F,сотрудник,0,49001.008,жилье,0.4292,"['жилье', '\n']"
10554,1,52.0,1,0,F,сотрудник,0,145017.94,получение высшего образования,4.465,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
10555,0,63.0,1,4,F,пенсионер,0,61752.855,автомобиль,44.84,"['автомобиль', '\n']"
10556,0,49.0,1,0,F,сотрудник,0,145017.94,автомобили,4.465,"['автомобиль', '\n']"
10557,2,44.0,2,0,M,сотрудник,0,141033.38,покупка жилой недвижимости,6.04,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
10558,0,27.0,0,4,M,госслужащий,0,216904.73,строительство собственной недвижимости,4.87,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
10559,0,34.0,1,0,M,сотрудник,1,156367.73,покупка жилья для семьи,2.186,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
10560,0,29.0,0,0,F,сотрудник,0,143234.77,покупка жилья,0.5396,"['покупка', ' ', 'жилье', '\n']"
10561,0,62.0,1,0,F,пенсионер,0,104192.05,покупка коммерческой недвижимости,40.56,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10562,0,56.0,1,0,F,сотрудник,0,328607.97,покупка недвижимости,9.125,"['покупка', ' ', 'недвижимость', '\n']"
10563,0,72.0,1,4,F,пенсионер,1,145017.94,приобретение автомобиля,41.66,"['приобретение', ' ', 'автомобиль', '\n']"
10564,1,40.0,1,4,F,компаньон,0,137759.22,на покупку автомобиля,6.918,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
10565,0,67.0,0,0,M,пенсионер,0,552256.75,покупка недвижимости,41.78,"['покупка', ' ', 'недвижимость', '\n']"
10566,0,49.0,1,3,F,сотрудник,0,55667.777,профильное образование,8.41,"['профильный', ' ', 'образование', '\n']"
10567,1,31.0,0,0,M,сотрудник,0,171902.55,покупка коммерческой недвижимости,2.135,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
10568,0,54.0,0,1,F,сотрудник,0,475457.53,сыграть свадьбу,5.137,"['сыграть', ' ', 'свадьба', '\n']"
10569,0,49.0,1,1,M,сотрудник,1,110928.37,получение дополнительного образования,0.389,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
10570,1,28.0,1,0,M,сотрудник,0,144354.86,заняться образованием,0.344,"['заниматься', ' ', 'образование', '\n']"
10571,0,60.0,1,1,F,пенсионер,0,79735.11,свадьба,40.4,"['свадьба', '\n']"
10572,0,60.0,1,3,F,пенсионер,1,65848.71,свой автомобиль,38.38,"['свой', ' ', 'автомобиль', '\n']"
10573,1,32.0,0,1,F,госслужащий,0,105520.28,строительство собственной недвижимости,2.271,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
10574,1,29.0,1,1,F,сотрудник,0,84566.875,операции с недвижимостью,3.254,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
10575,0,54.0,1,0,M,сотрудник,0,184120.03,образование,8.734,"['образование', '\n']"
10576,0,39.0,1,0,M,сотрудник,0,145017.94,получение высшего образования,4.465,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
10577,2,33.0,0,0,M,сотрудник,0,420932.94,операции с жильем,6.273,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
10578,0,61.0,1,0,M,пенсионер,0,145017.94,операции со своей недвижимостью,41.66,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
10579,1,26.0,0,4,F,компаньон,0,320899.6,операции с недвижимостью,0.9326,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
10580,1,36.0,1,0,F,компаньон,0,104234.945,ремонт жилью,11.18,"['ремонт', ' ', 'жилье', '\n']"
10581,1,40.0,1,0,F,госслужащий,0,82801.72,операции с недвижимостью,4.297,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
10582,2,31.0,0,0,F,компаньон,0,546364.94,покупка жилья для семьи,7.867,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
10583,0,29.0,1,4,F,компаньон,0,65599.83,сделка с автомобилем,1.485,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
10584,0,59.0,0,0,F,пенсионер,0,103829.08,свой автомобиль,43.78,"['свой', ' ', 'автомобиль', '\n']"
